participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.settled_assets,player.available_assets,player.settled_cash,player.available_cash,group.id_in_subsession,group.ran_ready_function,subsession.round_number,subsession.period_length,subsession.num_assets,subsession.num_states,subsession.asset_endowments,subsession.cash_endowment,subsession.practice,subsession.x,subsession.G,subsession.L,subsession.p1,subsession.p2,subsession.p3,subsession.state_independent,subsession.state_a,subsession.state_b,subsession.salient_payoff,subsession.final_selected_round,subsession.num_rounds,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
3,g8u7untb,leeps_4,0,48,600,salience_market,FinalResults,2022-10-25 02:00:37.559585+00:00,1,,,11594,5,,1455,"{'A': 0, 'B': 2}","{'A': 0, 'B': 1}",1215,1215,1,2022-10-25 02:17:20.552132+00:00,2,240,2,2,0 4,1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,iyox743l,,,,,0
4,ob0inpdo,leeps_6,0,48,600,salience_market,FinalResults,2022-10-25 02:00:42.551931+00:00,1,,,11579,7,,1480,"{'A': 0, 'B': 4}","{'A': 0, 'B': 2}",1000,1000,1,2022-10-25 02:17:20.552132+00:00,2,240,2,2,0 4,1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,iyox743l,,,,,0
5,0qb53zxz,leeps_2,0,48,600,salience_market,FinalResults,2022-10-25 02:01:02.466214+00:00,1,,,11904,2,,1461,"{'A': 0, 'B': 3}","{'A': 0, 'B': 2}",1101,851,1,2022-10-25 02:17:20.552132+00:00,2,240,2,2,0 4,1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,iyox743l,,,,,0
6,msddi0zb,leeps_5,0,48,600,salience_market,FinalResults,2022-10-25 02:01:02.875150+00:00,1,,,12560,6,,1600,"{'A': 0, 'B': 13}","{'A': 0, 'B': 12}",40,40,1,2022-10-25 02:17:20.552132+00:00,2,240,2,2,0 4,1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,iyox743l,,,,,0
7,xv7fbzlt,leeps_7,0,48,600,salience_market,FinalResults,2022-10-25 02:01:42.838392+00:00,1,,,11694,1,,1462,"{'A': 0, 'B': 3}","{'A': 0, 'B': 3}",1102,1102,1,2022-10-25 02:17:20.552132+00:00,2,240,2,2,0 4,1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,iyox743l,,,,,0
8,pdn7tzjz,leeps_8,0,48,600,salience_market,FinalResults,2022-10-25 02:02:21.637288+00:00,1,,,12207,8,,1510,"{'A': 0, 'B': 6}","{'A': 0, 'B': 6}",790,790,1,2022-10-25 02:17:20.552132+00:00,2,240,2,2,0 4,1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,iyox743l,,,,,0
1,g8h9zx8w,leeps_1,0,48,600,salience_market,FinalResults,2022-10-25 02:00:27.832958+00:00,1,,,11721,3,,1427,"{'A': 0, 'B': 2}","{'A': 0, 'B': 2}",1187,977,1,2022-10-25 02:21:44.231033+00:00,3,240,2,2,0 4,1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,iyox743l,,,,,0
2,txuh2fp3,leeps_3,0,48,600,salience_market,FinalResults,2022-10-25 02:00:32.077568+00:00,1,,,11458,5,,1439,"{'A': 0, 'B': 3}","{'A': 0, 'B': 0}",1079,1079,1,2022-10-25 02:21:44.231033+00:00,3,240,2,2,0 4,1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,iyox743l,,,,,0
3,g8u7untb,leeps_4,0,48,600,salience_market,FinalResults,2022-10-25 02:00:37.559585+00:00,1,,,11594,1,,1454,"{'A': 0, 'B': 2}","{'A': 0, 'B': 0}",1214,214,1,2022-10-25 02:21:44.231033+00:00,3,240,2,2,0 4,1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,iyox743l,,,,,0
4,ob0inpdo,leeps_6,0,48,600,salience_market,FinalResults,2022-10-25 02:00:42.551931+00:00,1,,,11579,4,,1431,"{'A': 0, 'B': 2}","{'A': 0, 'B': 0}",1191,1191,1,2022-10-25 02:21:44.231033+00:00,3,240,2,2,0 4,1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,iyox743l,,,,,0
5,0qb53zxz,leeps_2,0,48,600,salience_market,FinalResults,2022-10-25 02:01:02.466214+00:00,1,,,11904,7,,1460,"{'A': 0, 'B': 3}","{'A': 0, 'B': 2}",1100,1025,1,2022-10-25 02:21:44.231033+00:00,3,240,2,2,0 4,1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,iyox743l,,,,,0
6,msddi0zb,leeps_5,0,48,600,salience_market,FinalResults,2022-10-25 02:01:02.875150+00:00,1,,,12560,8,,1630,"{'A': 0, 'B': 11}","{'A': 0, 'B': 10}",310,260,1,2022-10-25 02:21:44.231033+00:00,3,240,2,2,0 4,1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,iyox743l,,,,,0
7,xv7fbzlt,leeps_7,0,48,600,salience_market,FinalResults,2022-10-25 02:01:42.838392+00:00,1,,,11694,2,,1460,"{'A': 0, 'B': 3}","{'A': 0, 'B': 3}",1100,1002,1,2022-10-25 02:21:44.231033+00:00,3,240,2,2,0 4,1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,iyox743l,,,,,0
8,pdn7tzjz,leeps_8,0,48,600,salience_market,FinalResults,2022-10-25 02:02:21.637288+00:00,1,,,12207,6,,1539,"{'A': 0, 'B': 6}","{'A': 0, 'B': 6}",819,819,1,2022-10-25 02:21:44.231033+00:00,3,240,2,2,0 4,1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,iyox743l,,,,,0
1,g8h9zx8w,leeps_1,0,48,600,salience_market,FinalResults,2022-10-25 02:00:27.832958+00:00,1,,,11721,1,,1455,"{'A': 0, 'B': 2}","{'A': 0, 'B': 1}",1215,922,1,2022-10-25 02:26:04.770991+00:00,4,240,2,2,0 4,1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,iyox743l,,,,,0
2,txuh2fp3,leeps_3,0,48,600,salience_market,FinalResults,2022-10-25 02:00:32.077568+00:00,1,,,11458,3,,1446,"{'A': 0, 'B': 0}","{'A': 0, 'B': 0}",1446,1446,1,2022-10-25 02:26:04.770991+00:00,4,240,2,2,0 4,1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,iyox743l,,,,,0
3,g8u7untb,leeps_4,0,48,600,salience_market,FinalResults,2022-10-25 02:00:37.559585+00:00,1,,,11594,4,,1450,"{'A': 0, 'B': 0}","{'A': 0, 'B': 0}",1450,11,1,2022-10-25 02:26:04.770991+00:00,4,240,2,2,0 4,1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,iyox743l,,,,,0
4,ob0inpdo,leeps_6,0,48,600,salience_market,FinalResults,2022-10-25 02:00:42.551931+00:00,1,,,11579,8,,1404,"{'A': 0, 'B': 0}","{'A': 0, 'B': 0}",1404,1303,1,2022-10-25 02:26:04.770991+00:00,4,240,2,2,0 4,1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,iyox743l,,,,,0
5,0qb53zxz,leeps_2,0,48,600,salience_market,FinalResults,2022-10-25 02:01:02.466214+00:00,1,,,11904,7,,1498,"{'A': 0, 'B': 5}","{'A': 0, 'B': 5}",898,528,1,2022-10-25 02:26:04.770991+00:00,4,240,2,2,0 4,1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,iyox743l,,,,,0
6,msddi0zb,leeps_5,0,48,600,salience_market,FinalResults,2022-10-25 02:01:02.875150+00:00,1,,,12560,6,,1563,"{'A': 0, 'B': 11}","{'A': 0, 'B': 11}",243,103,1,2022-10-25 02:26:04.770991+00:00,4,240,2,2,0 4,1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,iyox743l,,,,,0
7,xv7fbzlt,leeps_7,0,48,600,salience_market,FinalResults,2022-10-25 02:01:42.838392+00:00,1,,,11694,5,,1450,"{'A': 0, 'B': 2}","{'A': 0, 'B': 2}",1210,1111,1,2022-10-25 02:26:04.770991+00:00,4,240,2,2,0 4,1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,iyox743l,,,,,0
8,pdn7tzjz,leeps_8,0,48,600,salience_market,FinalResults,2022-10-25 02:02:21.637288+00:00,1,,,12207,2,,1574,"{'A': 0, 'B': 12}","{'A': 0, 'B': 9}",134,134,1,2022-10-25 02:26:04.770991+00:00,4,240,2,2,0 4,1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,iyox743l,,,,,0
1,g8h9zx8w,leeps_1,0,48,600,salience_market,FinalResults,2022-10-25 02:00:27.832958+00:00,1,,,11721,6,,1450,"{'A': 0, 'B': 2}","{'A': 0, 'B': 1}",1210,798,1,2022-10-25 02:30:24.271152+00:00,5,240,2,2,0 4,1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,iyox743l,,,,,0
2,txuh2fp3,leeps_3,0,48,600,salience_market,FinalResults,2022-10-25 02:00:32.077568+00:00,1,,,11458,4,,1437,"{'A': 0, 'B': 0}","{'A': 0, 'B': 0}",1437,1328,1,2022-10-25 02:30:24.271152+00:00,5,240,2,2,0 4,1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,iyox743l,,,,,0
3,g8u7untb,leeps_4,0,48,600,salience_market,FinalResults,2022-10-25 02:00:37.559585+00:00,1,,,11594,5,,1428,"{'A': 0, 'B': 0}","{'A': 0, 'B': 0}",1428,1108,1,2022-10-25 02:30:24.271152+00:00,5,240,2,2,0 4,1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,iyox743l,,,,,0
4,ob0inpdo,leeps_6,0,48,600,salience_market,FinalResults,2022-10-25 02:00:42.551931+00:00,1,,,11579,2,,1423,"{'A': 0, 'B': 0}","{'A': 0, 'B': 0}",1423,1423,1,2022-10-25 02:30:24.271152+00:00,5,240,2,2,0 4,1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,iyox743l,,,,,0
5,0qb53zxz,leeps_2,0,48,600,salience_market,FinalResults,2022-10-25 02:01:02.466214+00:00,1,,,11904,7,,1505,"{'A': 0, 'B': 6}","{'A': 0, 'B': 6}",785,725,1,2022-10-25 02:30:24.271152+00:00,5,240,2,2,0 4,1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,iyox743l,,,,,0
6,msddi0zb,leeps_5,0,48,600,salience_market,FinalResults,2022-10-25 02:01:02.875150+00:00,1,,,12560,1,,1595,"{'A': 0, 'B': 13}","{'A': 0, 'B': 9}",35,35,1,2022-10-25 02:30:24.271152+00:00,5,240,2,2,0 4,1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,iyox743l,,,,,0
7,xv7fbzlt,leeps_7,0,48,600,salience_market,FinalResults,2022-10-25 02:01:42.838392+00:00,1,,,11694,8,,1453,"{'A': 0, 'B': 2}","{'A': 0, 'B': 2}",1213,1213,1,2022-10-25 02:30:24.271152+00:00,5,240,2,2,0 4,1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,iyox743l,,,,,0
8,pdn7tzjz,leeps_8,0,48,600,salience_market,FinalResults,2022-10-25 02:02:21.637288+00:00,1,,,12207,3,,1549,"{'A': 0, 'B': 9}","{'A': 0, 'B': 9}",469,257,1,2022-10-25 02:30:24.271152+00:00,5,240,2,2,0 4,1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,iyox743l,,,,,0
1,g8h9zx8w,leeps_1,0,48,600,salience_market,FinalResults,2022-10-25 02:00:27.832958+00:00,1,,,11721,6,,1474,"{'A': 0, 'B': 3}","{'A': 0, 'B': 0}",1114,799,1,2022-10-25 02:34:45.428779+00:00,6,240,2,2,0 4,1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,iyox743l,,,,,0
2,txuh2fp3,leeps_3,0,48,600,salience_market,FinalResults,2022-10-25 02:00:32.077568+00:00,1,,,11458,2,,1440,"{'A': 0, 'B': 0}","{'A': 0, 'B': 0}",1440,1119,1,2022-10-25 02:34:45.428779+00:00,6,240,2,2,0 4,1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,iyox743l,,,,,0
3,g8u7untb,leeps_4,0,48,600,salience_market,FinalResults,2022-10-25 02:00:37.559585+00:00,1,,,11594,1,,1440,"{'A': 0, 'B': 0}","{'A': 0, 'B': 0}",1440,1223,1,2022-10-25 02:34:45.428779+00:00,6,240,2,2,0 4,1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,iyox743l,,,,,0
4,ob0inpdo,leeps_6,0,48,600,salience_market,FinalResults,2022-10-25 02:00:42.551931+00:00,1,,,11579,8,,1443,"{'A': 0, 'B': 0}","{'A': 0, 'B': 0}",1443,1443,1,2022-10-25 02:34:45.428779+00:00,6,240,2,2,0 4,1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,iyox743l,,,,,0
5,0qb53zxz,leeps_2,0,48,600,salience_market,FinalResults,2022-10-25 02:01:02.466214+00:00,1,,,11904,3,,1504,"{'A': 0, 'B': 7}","{'A': 0, 'B': 7}",664,614,1,2022-10-25 02:34:45.428779+00:00,6,240,2,2,0 4,1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,iyox743l,,,,,0
6,msddi0zb,leeps_5,0,48,600,salience_market,FinalResults,2022-10-25 02:01:02.875150+00:00,1,,,12560,5,,1523,"{'A': 0, 'B': 10}","{'A': 0, 'B': 7}",323,123,1,2022-10-25 02:34:45.428779+00:00,6,240,2,2,0 4,1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,iyox743l,,,,,0
7,xv7fbzlt,leeps_7,0,48,600,salience_market,FinalResults,2022-10-25 02:01:42.838392+00:00,1,,,11694,7,,1462,"{'A': 0, 'B': 2}","{'A': 0, 'B': 2}",1222,1114,1,2022-10-25 02:34:45.428779+00:00,6,240,2,2,0 4,1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,iyox743l,,,,,0
8,pdn7tzjz,leeps_8,0,48,600,salience_market,FinalResults,2022-10-25 02:02:21.637288+00:00,1,,,12207,4,,1554,"{'A': 0, 'B': 10}","{'A': 0, 'B': 10}",354,354,1,2022-10-25 02:34:45.428779+00:00,6,240,2,2,0 4,1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,iyox743l,,,,,0
1,g8h9zx8w,leeps_1,0,48,600,salience_market,FinalResults,2022-10-25 02:00:27.832958+00:00,1,,,11721,1,,1470,"{'A': 0, 'B': 3}","{'A': 0, 'B': 0}",1110,470,1,2022-10-25 02:39:08.133306+00:00,7,240,2,2,0 4,1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,iyox743l,,,,,0
2,txuh2fp3,leeps_3,0,48,600,salience_market,FinalResults,2022-10-25 02:00:32.077568+00:00,1,,,11458,8,,1446,"{'A': 0, 'B': 0}","{'A': 0, 'B': 0}",1446,1005,1,2022-10-25 02:39:08.133306+00:00,7,240,2,2,0 4,1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,iyox743l,,,,,0
3,g8u7untb,leeps_4,0,48,600,salience_market,FinalResults,2022-10-25 02:00:37.559585+00:00,1,,,11594,3,,1444,"{'A': 0, 'B': 0}","{'A': 0, 'B': 0}",1444,292,1,2022-10-25 02:39:08.133306+00:00,7,240,2,2,0 4,1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,iyox743l,,,,,0
4,ob0inpdo,leeps_6,0,48,600,salience_market,FinalResults,2022-10-25 02:00:42.551931+00:00,1,,,11579,2,,1460,"{'A': 0, 'B': 1}","{'A': 0, 'B': 0}",1340,1340,1,2022-10-25 02:39:08.133306+00:00,7,240,2,2,0 4,1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,iyox743l,,,,,0
5,0qb53zxz,leeps_2,0,48,600,salience_market,FinalResults,2022-10-25 02:01:02.466214+00:00,1,,,11904,7,,1510,"{'A': 0, 'B': 8}","{'A': 0, 'B': 8}",550,431,1,2022-10-25 02:39:08.133306+00:00,7,240,2,2,0 4,1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,iyox743l,,,,,0
6,msddi0zb,leeps_5,0,48,600,salience_market,FinalResults,2022-10-25 02:01:02.875150+00:00,1,,,12560,5,,1548,"{'A': 0, 'B': 12}","{'A': 0, 'B': 9}",108,108,1,2022-10-25 02:39:08.133306+00:00,7,240,2,2,0 4,1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,iyox743l,,,,,0
7,xv7fbzlt,leeps_7,0,48,600,salience_market,FinalResults,2022-10-25 02:01:42.838392+00:00,1,,,11694,4,,1473,"{'A': 0, 'B': 3}","{'A': 0, 'B': 3}",1113,890,1,2022-10-25 02:39:08.133306+00:00,7,240,2,2,0 4,1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,iyox743l,,,,,0
8,pdn7tzjz,leeps_8,0,48,600,salience_market,FinalResults,2022-10-25 02:02:21.637288+00:00,1,,,12207,6,,1489,"{'A': 0, 'B': 5}","{'A': 0, 'B': 5}",889,889,1,2022-10-25 02:39:08.133306+00:00,7,240,2,2,0 4,1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,iyox743l,,,,,0
1,g8h9zx8w,leeps_1,0,48,600,salience_market,FinalResults,2022-10-25 02:00:27.832958+00:00,1,,,11721,1,,1519,"{'A': 0, 'B': 10}","{'A': 0, 'B': 8}",319,88,1,2022-10-25 02:43:30.466643+00:00,8,240,2,2,0 4,1000,0,100,80,20,0.2,0,0.8,0,3,3,0,6,8,iyox743l,,,,,0
2,txuh2fp3,leeps_3,0,48,600,salience_market,FinalResults,2022-10-25 02:00:32.077568+00:00,1,,,11458,2,,1449,"{'A': 0, 'B': 0}","{'A': 0, 'B': 0}",1449,1009,1,2022-10-25 02:43:30.466643+00:00,8,240,2,2,0 4,1000,0,100,80,20,0.2,0,0.8,0,3,3,0,6,8,iyox743l,,,,,0
3,g8u7untb,leeps_4,0,48,600,salience_market,FinalResults,2022-10-25 02:00:37.559585+00:00,1,,,11594,4,,1448,"{'A': 0, 'B': 0}","{'A': 0, 'B': 0}",1448,1287,1,2022-10-25 02:43:30.466643+00:00,8,240,2,2,0 4,1000,0,100,80,20,0.2,0,0.8,0,3,3,0,6,8,iyox743l,,,,,0
4,ob0inpdo,leeps_6,0,48,600,salience_market,FinalResults,2022-10-25 02:00:42.551931+00:00,1,,,11579,7,,1458,"{'A': 0, 'B': 0}","{'A': 0, 'B': 0}",1458,1458,1,2022-10-25 02:43:30.466643+00:00,8,240,2,2,0 4,1000,0,100,80,20,0.2,0,0.8,0,3,3,0,6,8,iyox743l,,,,,0
5,0qb53zxz,leeps_2,0,48,600,salience_market,FinalResults,2022-10-25 02:01:02.466214+00:00,1,,,11904,5,,1486,"{'A': 0, 'B': 5}","{'A': 0, 'B': 5}",886,861,1,2022-10-25 02:43:30.466643+00:00,8,240,2,2,0 4,1000,0,100,80,20,0.2,0,0.8,0,3,3,0,6,8,iyox743l,,,,,0
6,msddi0zb,leeps_5,0,48,600,salience_market,FinalResults,2022-10-25 02:01:02.875150+00:00,1,,,12560,3,,1521,"{'A': 0, 'B': 10}","{'A': 0, 'B': 10}",324,95,1,2022-10-25 02:43:30.466643+00:00,8,240,2,2,0 4,1000,0,100,80,20,0.2,0,0.8,0,3,3,0,6,8,iyox743l,,,,,0
7,xv7fbzlt,leeps_7,0,48,600,salience_market,FinalResults,2022-10-25 02:01:42.838392+00:00,1,,,11694,6,,1474,"{'A': 0, 'B': 3}","{'A': 0, 'B': 3}",1114,1002,1,2022-10-25 02:43:30.466643+00:00,8,240,2,2,0 4,1000,0,100,80,20,0.2,0,0.8,0,3,3,0,6,8,iyox743l,,,,,0
8,pdn7tzjz,leeps_8,0,48,600,salience_market,FinalResults,2022-10-25 02:02:21.637288+00:00,1,,,12207,8,,1482,"{'A': 0, 'B': 4}","{'A': 0, 'B': 4}",1002,1002,1,2022-10-25 02:43:30.466643+00:00,8,240,2,2,0 4,1000,0,100,80,20,0.2,0,0.8,0,3,3,0,6,8,iyox743l,,,,,0
1,g8h9zx8w,leeps_1,0,48,600,salience_market,FinalResults,2022-10-25 02:00:27.832958+00:00,1,,,11721,1,,0,,,,,1,,9,,,,,,,,,,,,,,,,,-1,8,iyox743l,,,,,0
2,txuh2fp3,leeps_3,0,48,600,salience_market,FinalResults,2022-10-25 02:00:32.077568+00:00,1,,,11458,2,,0,,,,,1,,9,,,,,,,,,,,,,,,,,-1,8,iyox743l,,,,,0
3,g8u7untb,leeps_4,0,48,600,salience_market,FinalResults,2022-10-25 02:00:37.559585+00:00,1,,,11594,3,,0,,,,,1,,9,,,,,,,,,,,,,,,,,-1,8,iyox743l,,,,,0
4,ob0inpdo,leeps_6,0,48,600,salience_market,FinalResults,2022-10-25 02:00:42.551931+00:00,1,,,11579,4,,0,,,,,1,,9,,,,,,,,,,,,,,,,,-1,8,iyox743l,,,,,0
5,0qb53zxz,leeps_2,0,48,600,salience_market,FinalResults,2022-10-25 02:01:02.466214+00:00,1,,,11904,5,,0,,,,,1,,9,,,,,,,,,,,,,,,,,-1,8,iyox743l,,,,,0
6,msddi0zb,leeps_5,0,48,600,salience_market,FinalResults,2022-10-25 02:01:02.875150+00:00,1,,,12560,6,,0,,,,,1,,9,,,,,,,,,,,,,,,,,-1,8,iyox743l,,,,,0
7,xv7fbzlt,leeps_7,0,48,600,salience_market,FinalResults,2022-10-25 02:01:42.838392+00:00,1,,,11694,7,,0,,,,,1,,9,,,,,,,,,,,,,,,,,-1,8,iyox743l,,,,,0
8,pdn7tzjz,leeps_8,0,48,600,salience_market,FinalResults,2022-10-25 02:02:21.637288+00:00,1,,,12207,8,,0,,,,,1,,9,,,,,,,,,,,,,,,,,-1,8,iyox743l,,,,,0
1,g8h9zx8w,leeps_1,0,48,600,salience_market,FinalResults,2022-10-25 02:00:27.832958+00:00,1,,,11721,1,,0,,,,,1,,10,,,,,,,,,,,,,,,,,-1,8,iyox743l,,,,,0
2,txuh2fp3,leeps_3,0,48,600,salience_market,FinalResults,2022-10-25 02:00:32.077568+00:00,1,,,11458,2,,0,,,,,1,,10,,,,,,,,,,,,,,,,,-1,8,iyox743l,,,,,0
3,g8u7untb,leeps_4,0,48,600,salience_market,FinalResults,2022-10-25 02:00:37.559585+00:00,1,,,11594,3,,0,,,,,1,,10,,,,,,,,,,,,,,,,,-1,8,iyox743l,,,,,0
4,ob0inpdo,leeps_6,0,48,600,salience_market,FinalResults,2022-10-25 02:00:42.551931+00:00,1,,,11579,4,,0,,,,,1,,10,,,,,,,,,,,,,,,,,-1,8,iyox743l,,,,,0
5,0qb53zxz,leeps_2,0,48,600,salience_market,FinalResults,2022-10-25 02:01:02.466214+00:00,1,,,11904,5,,0,,,,,1,,10,,,,,,,,,,,,,,,,,-1,8,iyox743l,,,,,0
6,msddi0zb,leeps_5,0,48,600,salience_market,FinalResults,2022-10-25 02:01:02.875150+00:00,1,,,12560,6,,0,,,,,1,,10,,,,,,,,,,,,,,,,,-1,8,iyox743l,,,,,0
